Page,URL,Topic,Question,Answer,Label
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the projected impact of a 2°C warming on nutrition and food availability?,"With about 2°C warming, climate-related changes in food availability and diet quality are estimated to increase nutrition-related diseases and the number of undernourished people by 2050, affecting tens to hundreds of millions of people, particularly among low-income households in low- and middle-income countries in sub- Saharan Africa, South Asia and Central America, for example, between 8 million under SSP1-6.0 to up to 80 million people under SSP3-6.0.  ",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What prevented the development of synthetic diagrams for Small Islands Asia and SEA?,"The development of synthetic diagrams for Small Islands, Asia and Central and South America were limited by the availability of adequately downscaled climate projections, with uncertainty in the direction of change, the diversity of climatologies and socio-economic contexts across countries within a region, and the resulting low number of impact and risk projections for different warming levels.",o/a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,When is projected that some low lying island states will be submerged?,"By 2100, compound and cascading risks will result in the submergence of some low-lying island states and damage to coastal heritage, livelihoods and infrastructure.  ",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What will be the impact of increased worming in S.A. and Latin America?,"In southern Europe, more than a third of the population will be exposed to water scarcity at 2°C, and the risk doubles at 3°C, with significant economic losses .",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How are expected to change African sea levels by 2060?,"30) By 2030, 108– 116 million people will be exposed to sea level rise in Africa, increasing to 190–245 million by 2060.  ",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,How will potential reductions of hydropower affect the Mediterranean?,"In the Mediterranean and parts of Europe, potential reductions of hydropower of up to 40% are projected under 3°C warming, while declines below 10% and 5% are projected under 2°C and 1.5°C warming levels respectively.  ",p
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,What is the climate-change related risk for Marine-dependant communities?,"Marine-dependent communities, including indigeneous Peoples and local peoples, will be at increased risk of malnutrition due to losses of seafood-sourced nutrients.  ",a
Water state,https://qutii.org/index.php/Water_Day_Water_state,biodiversity,Why Asia and Africa are particularly exposed to risks associated to changes in precipation and sea level rise?,"Changes in precipitation, sea level rise, temperature and extreme events will negatively affect food provisioning from inland aquatic systems , which provide a significant source of livelihoods and food for direct human consumption, particularly in Asia and Africa.  ",a
Decisions -Warsaw international mechanism for Loss and Damage,https://qutii.org/index.php/Decisions_-Warsaw_international_mechanism_for_Loss_and_Damage,biodiversity ,"Which documents support/complement the Draft decision -/CP.27 about Santiago network for averting, minimizing and addressing loss and damage under the Warsaw International Mechanism for Loss and Damage associated with Climate Change Impacts",Paragraph 9 of decision 19/CMA.3,r
Decisions -Warsaw international mechanism for Loss and Damage,https://qutii.org/index.php/Decisions_-Warsaw_international_mechanism_for_Loss_and_Damage,biodiversity,,Draft decision entitled “Warsaw International Mechanism for Loss and Damage associated with Climate Change Impacts” proposed under agenda item 7 of the Conference of the Parties serving as meeting of the Parties to the Paris Agreement at its fourth session.[1].,r
Decisions -Warsaw international mechanism for Loss and Damage,https://qutii.org/index.php/Decisions_-Warsaw_international_mechanism_for_Loss_and_Damage,biodiversity,,"Decision 2/CMA.2, para. 43.",r
Decisions -Warsaw international mechanism for Loss and Damage,https://qutii.org/index.php/Decisions_-Warsaw_international_mechanism_for_Loss_and_Damage,biodiversity,,"decision 1/CMA.3, paras. 68 and 70.",r
Decisions -Warsaw international mechanism for Loss and Damage,https://qutii.org/index.php/Decisions_-Warsaw_international_mechanism_for_Loss_and_Damage,biodiversity,,Annexe I Draft decision -/CP.27,r
Decisions -Warsaw international mechanism for Loss and Damage,https://qutii.org/index.php/Decisions_-Warsaw_international_mechanism_for_Loss_and_Damage,biodiversity,,One more answer? Type here,r
Decisions -Warsaw international mechanism for Loss and Damage,https://qutii.org/index.php/Decisions_-Warsaw_international_mechanism_for_Loss_and_Damage,biodiversity,What are the goals for which the Santiago network was established ?,"According to the Warsaw International Mechanism for Loss and Damage associated with Climate Change impacts. The Santiago network was establish to gather the technical support for the implementation of averting, minimizing, and addressing loss and damange associated with negative effects of climate change at a coval and regional level in the most vulnerable countries.[2]",r
Decisions -Warsaw international mechanism for Loss and Damage,https://qutii.org/index.php/Decisions_-Warsaw_international_mechanism_for_Loss_and_Damage,biodiversity,What is the structure of the Santiago network?,"According to the Warsaw International Mechanism for Loss and Damage associated with Climate Change impacts. The Santiago network structure is as follows: (a) A hosted secretariat to facilitate its work, to be known as the Santiago network secretariat;",r
Decisions -Warsaw international mechanism for Loss and Damage,https://qutii.org/index.php/Decisions_-Warsaw_international_mechanism_for_Loss_and_Damage,biodiversity,,"(b) An Advisory Board to provide guidance and oversight to the Santiago network secretariat on the effective implementation of the functions of the network; (c) A network of member organizations, bodies, networks and experts covering a wide range of topics relevant to averting, minimizing and addressing loss and damage.[3]",r
Decisions -Warsaw international mechanism for Loss and Damage,https://qutii.org/index.php/Decisions_-Warsaw_international_mechanism_for_Loss_and_Damage,biodiversity,What CMA/4 decision does the the COP endorse with reference to the Santiago Network,"The CMA/4 decided on the Santiago network to avert, minimize and Damage associated with Climate Change Impacts, in the Draft decision entitled “Warsaw International Mechanism for Loss and Damage associated with Climate Change Impacts”.[4]",r
Decisions -Warsaw international mechanism for Loss and Damage,https://qutii.org/index.php/Decisions_-Warsaw_international_mechanism_for_Loss_and_Damage,biodiversity,How and what for is the Santiago Network funded ?,"According to decision 1/CMA.3, paragraph 67, it was decided that the Santiago network will be provided with funds to support technical assistance for the implementation of relevant approaches to averting, minimizing and addressing loss and damage associated with the adverse effects of climate change in developing countries in support of the functions set out in paragraph 9 of decision 19/CMA.3.[5]",r
